cudnn_version,batch_size,in_channels,out_channels,h,w,kW,kH,stride_w,stride_h,pad_w,pad_h,outpad_w,outpad_h,dilation_w,dilation_h,groups,cudnn_deterministic,cudnn_benchmark,cudnn_allow_tf32
8004,7,25,25,21,21,3,3,2,2,0,0,1,0,1,1,25,True,False,True
8004,1,24,24,189,189,3,3,2,2,0,0,1,1,1,1,24,False,False,True
8004,7,101,101,48,48,2,2,2,2,0,0,1,1,1,1,101,False,False,True
8004,4,116,116,141,141,1,1,1,1,0,0,0,0,1,1,116,False,True,True
8004,3,88,88,79,79,3,1,2,2,0,0,1,1,1,1,88,False,True,True
8004,7,32,65,67,67,3,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,1,36,26,167,167,3,1,2,2,0,0,1,0,1,1,1,False,True,True
8004,8,77,127,30,30,1,3,2,2,0,0,1,1,1,1,1,True,False,False
8004,2,125,125,200,200,1,3,2,2,0,0,1,1,1,1,125,False,False,True
8004,4,52,52,117,117,1,3,2,2,0,0,0,1,1,1,52,True,False,False
8004,8,115,115,123,123,3,3,2,2,0,0,1,1,1,1,115,True,False,True
8004,1,46,46,170,170,3,1,2,2,0,0,0,0,1,1,46,False,True,True
8004,1,72,72,75,75,1,1,2,2,0,0,1,1,1,1,72,True,True,True
8004,8,63,63,143,143,1,3,2,2,0,0,0,0,1,1,63,True,False,False
8004,2,38,76,18,18,3,3,1,1,0,0,0,0,1,1,1,True,False,False
8004,5,51,51,168,168,3,1,1,1,0,0,0,0,1,1,51,False,True,True
8004,5,37,121,146,146,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,8,32,126,193,193,1,1,2,2,0,0,1,0,1,1,1,False,False,False
8004,6,68,68,185,185,1,3,2,2,0,0,0,1,1,1,68,False,True,True
8004,4,45,45,192,192,2,2,2,2,0,0,0,0,1,1,45,True,True,True
8004,3,97,97,85,85,1,1,2,2,0,0,1,1,1,1,97,True,True,False
8004,4,60,60,188,188,2,2,2,2,0,0,0,1,1,1,60,False,False,False
8004,3,25,25,139,139,2,2,2,2,0,0,0,1,1,1,25,False,False,True
8004,2,120,76,20,20,3,1,2,2,0,0,0,0,1,1,1,False,False,False
8004,4,53,119,103,103,1,3,1,1,0,0,0,0,1,1,1,True,False,False
8004,5,108,84,33,33,1,1,2,2,0,0,0,1,1,1,1,True,False,True
8004,7,75,100,222,222,3,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,3,16,16,130,130,3,3,2,2,0,0,1,0,1,1,16,False,False,True
8004,1,106,106,198,198,1,1,2,2,0,0,0,0,1,1,106,True,False,False
8004,5,109,109,218,218,1,1,2,2,0,0,1,1,1,1,109,True,False,False
8004,5,29,29,28,28,1,1,2,2,0,0,0,0,1,1,29,False,True,False
8004,4,88,123,182,182,2,2,2,2,0,0,0,1,1,1,1,False,True,True
8004,3,117,54,145,145,3,3,2,2,0,0,0,1,1,1,1,True,True,True
8004,6,60,88,218,218,1,1,2,2,0,0,0,0,1,1,1,True,True,False
8004,1,27,86,134,134,1,1,2,2,0,0,0,1,1,1,1,False,False,False
8004,5,100,100,131,131,3,3,2,2,0,0,0,0,1,1,100,True,False,True
8004,6,50,50,151,151,1,3,1,1,0,0,0,0,1,1,50,False,True,True
8004,2,107,110,167,167,1,3,1,1,0,0,0,0,1,1,1,True,True,True
8004,2,86,62,173,173,1,3,2,2,0,0,1,0,1,1,1,False,True,True
8004,3,121,121,213,213,1,3,1,1,0,0,0,0,1,1,121,False,False,False
8004,6,74,74,28,28,3,1,2,2,0,0,0,1,1,1,74,False,True,True
8004,6,96,86,131,131,1,1,2,2,0,0,0,1,1,1,1,True,False,True
8004,6,50,50,61,61,2,2,2,2,0,0,1,0,1,1,1,True,True,True
8004,4,89,20,74,74,1,3,2,2,0,0,0,0,1,1,1,True,True,True
8004,7,66,93,102,102,1,1,2,2,0,0,0,0,1,1,1,True,False,True
8004,2,28,28,97,97,1,1,2,2,0,0,1,0,1,1,28,True,False,True
8004,7,118,32,156,156,3,1,1,1,0,0,0,0,1,1,1,False,False,False
8004,6,34,105,25,25,1,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,5,106,112,77,77,1,1,2,2,0,0,1,0,1,1,1,False,True,False
8004,5,58,20,157,157,3,3,2,2,0,0,1,0,1,1,1,False,False,True
8004,5,72,127,50,50,3,3,2,2,0,0,0,1,1,1,1,False,False,True
8004,6,127,71,213,213,1,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,3,91,26,56,56,1,3,2,2,0,0,1,0,1,1,1,False,True,True
8004,1,25,46,202,202,1,1,1,1,0,0,0,0,1,1,1,True,True,False
8004,2,109,108,155,155,1,3,1,1,0,0,0,0,1,1,1,False,False,True
8004,6,56,56,110,110,1,1,2,2,0,0,1,1,1,1,56,False,False,False
8004,4,16,47,102,102,3,3,2,2,0,0,1,1,1,1,1,True,True,True
8004,4,78,78,31,31,3,1,1,1,0,0,0,0,1,1,78,True,True,False
8004,7,48,48,209,209,1,3,2,2,0,0,1,1,1,1,48,True,True,False
8004,5,61,61,107,107,2,2,1,1,0,0,0,0,1,1,61,False,False,False
8004,7,40,125,192,192,3,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,6,127,104,108,108,2,2,2,2,0,0,1,1,1,1,1,False,True,True
8004,2,20,95,73,73,1,3,2,2,0,0,0,1,1,1,1,True,False,False
8004,2,61,61,36,36,1,1,2,2,0,0,1,1,1,1,61,False,True,False
8004,4,74,113,46,46,1,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,3,109,109,162,162,3,1,1,1,0,0,0,0,1,1,109,True,False,True
8004,1,100,100,202,202,1,1,2,2,0,0,0,1,1,1,100,False,True,True
8004,8,20,120,130,130,3,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,2,59,59,113,113,1,3,2,2,0,0,1,1,1,1,59,True,True,False
8004,2,107,121,52,52,2,2,1,1,0,0,0,0,1,1,1,False,False,True
8004,2,78,78,198,198,1,1,2,2,0,0,0,1,1,1,78,False,False,False
8004,1,71,71,173,173,2,2,2,2,0,0,1,1,1,1,71,True,False,False
8004,8,102,102,55,55,3,1,1,1,0,0,0,0,1,1,102,True,True,False
8004,6,96,96,214,214,3,3,2,2,0,0,1,1,1,1,96,False,False,False
8004,4,17,17,62,62,3,1,1,1,0,0,0,0,1,1,17,False,True,False
8004,5,121,121,17,17,1,3,2,2,0,0,1,0,1,1,121,False,True,True
8004,8,81,120,224,224,2,2,2,2,0,0,0,1,1,1,1,False,True,True
8004,6,20,20,160,160,3,1,2,2,0,0,0,0,1,1,20,True,False,False
8004,4,127,113,43,43,3,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,1,55,62,176,176,1,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,6,52,52,184,184,1,3,2,2,0,0,1,0,1,1,52,False,False,True
8004,5,120,120,220,220,1,1,1,1,0,0,0,0,1,1,120,False,True,False
8004,3,28,28,31,31,3,1,2,2,0,0,0,1,1,1,28,False,False,True
8004,3,52,30,86,86,1,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,1,55,83,141,141,3,3,2,2,0,0,0,1,1,1,1,False,False,False
8004,7,19,19,72,72,3,3,2,2,0,0,0,0,1,1,19,False,False,False
8004,8,124,124,20,20,3,3,2,2,0,0,0,0,1,1,124,False,False,True
8004,3,61,61,46,46,2,2,2,2,0,0,1,1,1,1,61,True,True,False
8004,2,40,38,172,172,3,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,2,125,75,124,124,1,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,4,46,46,33,33,1,3,1,1,0,0,0,0,1,1,46,False,True,True
8004,5,110,73,118,118,1,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,6,66,66,74,74,1,1,2,2,0,0,1,1,1,1,66,True,False,True
8004,3,22,22,163,163,3,1,2,2,0,0,1,1,1,1,22,True,True,True
8004,4,107,16,71,71,1,3,2,2,0,0,1,1,1,1,1,True,True,True
8004,2,88,67,142,142,1,1,2,2,0,0,0,0,1,1,1,False,True,False
8004,8,88,88,174,174,3,1,2,2,0,0,1,1,1,1,88,False,False,False
8004,2,86,86,17,17,3,1,2,2,0,0,0,0,1,1,86,False,False,False
8004,8,34,34,101,101,1,3,2,2,0,0,1,0,1,1,34,False,True,True
8004,4,66,93,48,48,2,2,2,2,0,0,1,0,1,1,1,False,True,False
8004,3,64,113,35,35,3,1,2,2,0,0,0,0,1,1,1,False,False,True
8004,8,33,99,162,162,1,1,2,2,0,0,0,1,1,1,1,True,True,False
8004,7,61,61,81,81,1,1,2,2,0,0,1,1,1,1,61,False,False,True
8004,3,99,99,78,78,3,1,2,2,0,0,1,1,1,1,99,True,True,True
8004,7,80,111,115,115,3,1,2,2,0,0,0,0,1,1,1,True,True,True
8004,7,42,22,209,209,3,1,2,2,0,0,0,1,1,1,1,False,True,False
8004,6,33,92,104,104,3,1,2,2,0,0,1,1,1,1,1,False,True,True
8004,8,79,101,54,54,3,1,2,2,0,0,1,0,1,1,1,True,True,True
8004,5,87,72,138,138,3,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,1,84,84,205,205,2,2,2,2,0,0,0,0,1,1,84,True,False,True
8004,5,39,39,18,18,1,1,2,2,0,0,1,1,1,1,39,False,True,False
8004,5,34,34,96,96,3,1,2,2,0,0,0,0,1,1,34,False,True,True
8004,8,29,67,209,209,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,4,49,49,117,117,1,3,2,2,0,0,0,0,1,1,49,False,False,True
8004,6,124,124,155,155,3,1,2,2,0,0,1,0,1,1,124,True,False,True
8004,8,27,34,149,149,1,1,2,2,0,0,0,1,1,1,1,True,True,True
8004,4,50,50,158,158,3,1,2,2,0,0,0,1,1,1,50,False,False,False
8004,7,26,26,52,52,1,3,2,2,0,0,1,0,1,1,26,False,False,False
8004,3,39,39,123,123,3,1,2,2,0,0,1,1,1,1,39,False,False,False
8004,1,23,23,94,94,3,3,1,1,0,0,0,0,1,1,23,False,False,False
8004,8,64,64,212,212,2,2,2,2,0,0,1,1,1,1,64,True,False,True
8004,1,77,21,194,194,1,3,2,2,0,0,0,1,1,1,1,False,False,True
8004,2,20,41,31,31,3,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,5,24,57,171,171,1,3,2,2,0,0,1,0,1,1,1,False,False,False
8004,5,44,44,104,104,1,3,2,2,0,0,1,1,1,1,44,False,True,True
8004,8,127,127,135,135,1,3,2,2,0,0,0,0,1,1,127,True,False,False
8004,6,79,50,107,107,1,3,1,1,0,0,0,0,1,1,1,False,False,True
8004,6,105,61,192,192,1,3,2,2,0,0,1,1,1,1,1,False,False,False
8004,6,96,96,23,23,3,3,2,2,0,0,0,1,1,1,96,False,False,False
8004,7,110,57,92,92,1,3,1,1,0,0,0,0,1,1,1,False,True,True
8004,5,25,25,154,154,3,3,2,2,0,0,0,1,1,1,25,False,True,False
8004,7,113,113,169,169,1,3,1,1,0,0,0,0,1,1,113,False,False,True
8004,2,64,37,117,117,1,3,1,1,0,0,0,0,1,1,1,True,True,False
8004,4,56,56,66,66,3,1,1,1,0,0,0,0,1,1,56,False,True,False
8004,5,122,122,123,123,3,1,2,2,0,0,1,1,1,1,122,False,True,False
8004,5,56,56,91,91,1,1,1,1,0,0,0,0,1,1,56,True,True,False
8004,4,104,124,53,53,3,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,3,42,42,63,63,3,1,2,2,0,0,1,1,1,1,42,True,True,False
8004,6,45,45,85,85,2,2,2,2,0,0,0,0,1,1,45,False,True,False
8004,1,63,126,85,85,1,3,2,2,0,0,0,1,1,1,1,True,True,False
8004,4,22,22,89,89,3,1,2,2,0,0,0,0,1,1,22,True,True,True
8004,8,20,20,93,93,3,3,2,2,0,0,1,0,1,1,20,False,False,False
8004,6,101,56,60,60,3,3,1,1,0,0,0,0,1,1,1,True,True,True
8004,3,109,73,97,97,2,2,2,2,0,0,1,0,1,1,1,False,True,True
8004,1,89,89,123,123,2,2,2,2,0,0,0,1,1,1,89,True,True,True
8004,4,116,74,131,131,3,3,2,2,0,0,0,1,1,1,1,True,True,False
8004,7,105,105,133,133,3,3,2,2,0,0,1,0,1,1,105,True,True,False
8004,3,76,76,85,85,1,3,2,2,0,0,1,0,1,1,76,False,True,True
8004,4,16,16,151,151,1,3,1,1,0,0,0,0,1,1,16,False,False,False
8004,8,96,51,216,216,1,1,1,1,0,0,0,0,1,1,1,True,False,False
8004,7,26,115,144,144,3,1,2,2,0,0,0,0,1,1,1,True,False,True
8004,7,52,52,82,82,1,1,1,1,0,0,0,0,1,1,52,False,False,True
8004,1,111,111,187,187,3,3,2,2,0,0,1,1,1,1,111,False,True,True
8004,4,83,25,40,40,3,1,2,2,0,0,1,1,1,1,1,True,False,False
8004,2,84,33,136,136,1,3,2,2,0,0,0,0,1,1,1,True,True,False
8004,4,74,76,101,101,1,1,2,2,0,0,1,0,1,1,1,False,True,True
8004,3,99,19,192,192,3,1,2,2,0,0,1,0,1,1,1,False,True,False
8004,8,98,98,165,165,3,3,1,1,0,0,0,0,1,1,98,False,False,True
8004,8,127,127,24,24,3,3,2,2,0,0,0,1,1,1,127,True,False,True
8004,2,66,66,90,90,1,1,2,2,0,0,0,1,1,1,66,False,False,False
8004,3,112,102,124,124,2,2,2,2,0,0,0,1,1,1,1,True,True,True
8004,6,27,27,63,63,1,3,2,2,0,0,1,1,1,1,27,True,False,False
8004,1,73,73,151,151,3,3,2,2,0,0,1,1,1,1,73,True,False,False
8004,7,61,61,96,96,1,3,2,2,0,0,1,1,1,1,61,True,False,False
8004,3,124,124,170,170,2,2,2,2,0,0,0,0,1,1,124,False,False,False
8004,6,39,39,83,83,3,3,2,2,0,0,0,0,1,1,39,False,False,True
8004,5,98,98,110,110,1,3,1,1,0,0,0,0,1,1,98,True,False,False
8004,8,31,31,176,176,1,1,2,2,0,0,1,1,1,1,31,False,False,True
8004,1,96,96,198,198,3,3,2,2,0,0,0,0,1,1,96,True,True,True
8004,5,20,112,136,136,1,1,2,2,0,0,0,0,1,1,1,False,False,True
8004,8,26,106,124,124,2,2,2,2,0,0,1,0,1,1,1,False,False,False
8004,8,98,98,148,148,2,2,2,2,0,0,0,0,1,1,98,True,False,False
8004,4,29,18,168,168,1,3,2,2,0,0,1,0,1,1,1,True,True,False
8004,4,50,50,54,54,1,1,2,2,0,0,0,1,1,1,50,False,True,True
8004,8,36,36,189,189,3,1,1,1,0,0,0,0,1,1,36,False,False,True
8004,5,25,25,133,133,3,3,2,2,0,0,1,0,1,1,25,True,False,False
8004,6,100,92,115,115,3,3,2,2,0,0,1,0,1,1,1,False,False,True
8004,5,100,100,59,59,3,1,2,2,0,0,1,1,1,1,100,False,False,True
8004,5,77,55,44,44,1,3,2,2,0,0,1,1,1,1,1,True,True,False
8004,1,64,64,25,25,2,2,2,2,0,0,0,1,1,1,64,False,True,True
8004,3,95,67,113,113,3,1,1,1,0,0,0,0,1,1,1,True,False,False
8004,4,127,127,160,160,1,3,2,2,0,0,0,1,1,1,127,True,True,True
8004,4,22,22,122,122,3,3,1,1,0,0,0,0,1,1,22,True,False,False
8004,1,69,120,172,172,1,3,2,2,0,0,0,0,1,1,1,True,True,False
8004,1,73,23,156,156,2,2,2,2,0,0,1,1,1,1,1,True,False,False
8004,8,99,89,177,177,1,3,2,2,0,0,1,0,1,1,1,False,True,False
8004,7,57,57,72,72,3,3,2,2,0,0,1,0,1,1,57,False,False,True
8004,8,52,87,157,157,1,1,2,2,0,0,0,1,1,1,1,True,True,False
8004,1,70,70,110,110,1,3,2,2,0,0,1,0,1,1,70,False,False,True
8004,8,88,88,152,152,3,1,2,2,0,0,0,0,1,1,88,False,True,False
8004,2,64,64,78,78,3,3,1,1,0,0,0,0,1,1,64,False,True,True
8004,4,94,94,48,48,3,1,2,2,0,0,0,1,1,1,94,False,False,True
8004,5,16,93,80,80,3,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,4,106,106,160,160,1,1,1,1,0,0,0,0,1,1,106,True,False,True
8004,2,49,38,40,40,3,1,2,2,0,0,0,0,1,1,1,True,False,True
8004,1,105,105,107,107,1,3,2,2,0,0,0,1,1,1,105,False,True,False
8004,3,60,60,97,97,2,2,2,2,0,0,0,0,1,1,60,True,False,True
8004,3,106,81,64,64,3,1,2,2,0,0,0,1,1,1,1,False,False,True
8004,1,55,89,194,194,2,2,2,2,0,0,1,1,1,1,1,True,True,False
8004,7,49,49,177,177,3,1,2,2,0,0,1,1,1,1,49,False,False,True
8004,6,29,29,43,43,2,2,2,2,0,0,1,0,1,1,29,True,True,False
8004,1,20,20,184,184,1,1,2,2,0,0,0,0,1,1,20,False,False,True
8004,7,63,63,198,198,3,3,2,2,0,0,0,1,1,1,63,True,True,False
8004,5,64,53,119,119,1,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,8,24,68,62,62,3,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,4,56,56,86,86,3,1,2,2,0,0,0,1,1,1,56,True,True,False
8004,8,77,77,30,30,3,3,2,2,0,0,1,1,1,1,77,True,True,False
8004,8,20,20,108,108,2,2,2,2,0,0,0,1,1,1,20,True,True,True
8004,6,61,93,31,31,1,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,3,125,125,123,123,3,1,2,2,0,0,0,1,1,1,125,True,False,False
8004,8,111,111,179,179,1,1,2,2,0,0,0,1,1,1,111,False,True,True
8004,6,69,78,144,144,2,2,2,2,0,0,1,0,1,1,1,False,False,True
8004,7,118,33,32,32,1,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,8,28,24,214,214,1,1,2,2,0,0,0,0,1,1,1,False,False,False
8004,1,49,127,52,52,1,3,2,2,0,0,0,0,1,1,1,False,True,True
8004,6,42,42,216,216,1,1,1,1,0,0,0,0,1,1,42,False,True,True
8004,6,23,84,108,108,3,1,2,2,0,0,0,0,1,1,1,False,True,False
8004,3,88,81,100,100,1,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,8,44,88,187,187,1,3,1,1,0,0,0,0,1,1,1,True,True,False
8004,6,110,110,121,121,3,1,2,2,0,0,0,1,1,1,110,True,False,True
8004,3,60,60,90,90,2,2,2,2,0,0,1,1,1,1,60,False,False,False
8004,3,35,35,118,118,3,3,1,1,0,0,0,0,1,1,35,True,False,False
8004,7,76,36,116,116,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,2,61,100,195,195,1,1,2,2,0,0,0,1,1,1,1,False,False,True
8004,7,92,50,94,94,3,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,6,26,26,117,117,3,3,2,2,0,0,0,0,1,1,26,True,False,True
8004,1,66,27,107,107,1,3,2,2,0,0,0,1,1,1,1,True,False,True
8004,6,96,96,213,213,1,3,2,2,0,0,1,0,1,1,96,True,False,True
8004,3,81,81,133,133,3,1,2,2,0,0,0,1,1,1,81,False,True,True
8004,6,42,42,198,198,3,3,2,2,0,0,1,0,1,1,42,False,False,True
8004,4,70,70,135,135,1,3,1,1,0,0,0,0,1,1,70,False,True,True
8004,3,106,67,115,115,2,2,2,2,0,0,0,1,1,1,1,False,True,True
8004,3,75,75,184,184,1,1,1,1,0,0,0,0,1,1,75,True,True,True
8004,7,77,59,133,133,1,3,1,1,0,0,0,0,1,1,1,False,False,True
8004,5,22,113,197,197,2,2,2,2,0,0,0,1,1,1,1,False,True,False
8004,1,31,31,43,43,1,3,1,1,0,0,0,0,1,1,31,True,False,False
8004,1,51,51,210,210,3,3,2,2,0,0,1,1,1,1,51,True,False,False
8004,4,111,51,105,105,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,4,60,105,85,85,2,2,2,2,0,0,0,1,1,1,1,True,True,False
8004,1,45,72,210,210,1,3,2,2,0,0,0,1,1,1,1,True,False,True
8004,4,39,97,86,86,3,1,2,2,0,0,1,0,1,1,1,True,False,False
8004,7,51,51,111,111,2,2,2,2,0,0,0,1,1,1,51,False,True,False
8004,3,20,126,52,52,1,3,2,2,0,0,0,0,1,1,1,False,True,True
8004,3,26,47,168,168,3,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,3,25,25,142,142,2,2,2,2,0,0,1,1,1,1,25,False,False,False
8004,4,78,114,108,108,2,2,2,2,0,0,1,1,1,1,1,False,False,False
8004,4,48,48,145,145,1,3,1,1,0,0,0,0,1,1,48,True,True,True
8004,7,121,29,145,145,1,3,1,1,0,0,0,0,1,1,1,True,False,True
8004,7,31,31,144,144,3,1,2,2,0,0,1,1,1,1,31,True,True,False
8004,2,36,125,25,25,3,3,2,2,0,0,0,0,1,1,1,True,True,False
8004,2,41,41,87,87,2,2,2,2,0,0,1,1,1,1,41,False,True,True
8004,3,94,121,41,41,1,3,2,2,0,0,1,0,1,1,1,True,True,False
8004,4,72,127,131,131,2,2,2,2,0,0,0,0,1,1,1,True,True,False
8004,3,73,29,33,33,1,1,2,2,0,0,0,1,1,1,1,False,True,False
8004,6,27,27,176,176,1,3,1,1,0,0,0,0,1,1,27,True,True,True
8004,4,25,79,141,141,1,1,1,1,0,0,0,0,1,1,1,True,True,False
8004,2,104,21,75,75,3,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,7,108,108,162,162,3,3,2,2,0,0,0,0,1,1,108,True,False,True
8004,6,23,97,18,18,1,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,4,34,34,105,105,1,3,2,2,0,0,1,0,1,1,34,True,False,False
8004,6,97,56,173,173,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,3,45,45,148,148,1,3,2,2,0,0,1,0,1,1,45,False,False,True
8004,6,77,97,171,171,1,3,2,2,0,0,1,1,1,1,1,True,False,True
8004,2,78,32,107,107,3,1,2,2,0,0,0,1,1,1,1,True,True,True
8004,2,85,85,114,114,1,3,2,2,0,0,0,0,1,1,85,True,False,False
8004,4,45,29,106,106,1,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,1,40,40,83,83,1,3,1,1,0,0,0,0,1,1,40,False,True,False
8004,3,117,104,193,193,1,3,2,2,0,0,1,0,1,1,1,False,True,True
8004,2,127,127,87,87,1,1,1,1,0,0,0,0,1,1,127,True,True,True
8004,5,91,91,76,76,3,3,2,2,0,0,1,1,1,1,91,False,True,True
8004,3,21,21,214,214,1,1,1,1,0,0,0,0,1,1,21,True,False,False
8004,1,49,49,106,106,2,2,2,2,0,0,1,1,1,1,49,True,False,False
8004,5,111,111,36,36,2,2,2,2,0,0,0,1,1,1,111,True,False,True
8004,7,36,36,75,75,1,3,2,2,0,0,0,0,1,1,36,False,True,False
8004,6,121,121,141,141,2,2,2,2,0,0,0,1,1,1,121,False,False,False
8004,1,123,123,100,100,1,1,2,2,0,0,0,1,1,1,123,True,True,True
8004,1,117,117,126,126,1,1,2,2,0,0,1,0,1,1,117,False,False,False
8004,8,50,47,24,24,3,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,6,85,85,155,155,1,3,2,2,0,0,0,1,1,1,85,False,False,False
8004,6,97,97,92,92,3,1,2,2,0,0,1,1,1,1,97,False,False,False
8004,4,84,84,156,156,2,2,1,1,0,0,0,0,1,1,84,False,True,False
8004,1,50,50,102,102,3,1,2,2,0,0,0,1,1,1,50,False,False,True
8004,5,68,68,75,75,3,1,2,2,0,0,0,0,1,1,68,True,True,False
8004,2,90,88,155,155,2,2,2,2,0,0,1,1,1,1,1,True,False,True
8004,4,23,92,189,189,1,3,2,2,0,0,1,1,1,1,1,False,False,False
8004,7,99,99,176,176,3,1,2,2,0,0,1,0,1,1,99,False,True,False
8004,1,95,95,154,154,1,1,2,2,0,0,1,0,1,1,95,True,True,False
8004,4,66,113,188,188,1,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,7,81,81,104,104,3,3,2,2,0,0,0,0,1,1,81,True,True,True
8004,8,127,127,210,210,3,1,2,2,0,0,0,1,1,1,127,True,False,True
8004,8,73,95,44,44,3,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,1,100,100,199,199,1,3,2,2,0,0,1,1,1,1,100,True,True,True
8004,1,31,89,171,171,1,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,2,127,68,85,85,1,1,1,1,0,0,0,0,1,1,1,True,True,False
8004,2,23,37,160,160,2,2,2,2,0,0,1,0,1,1,1,False,False,False
8004,8,82,82,32,32,3,1,1,1,0,0,0,0,1,1,82,True,False,False
