cudnn_version,batch_size,in_channels,out_channels,h,w,kW,kH,stride_w,stride_h,pad_w,pad_h,outpad_w,outpad_h,dilation_w,dilation_h,groups,cudnn_deterministic,cudnn_benchmark,cudnn_allow_tf32
8004,2,56,74,139,139,1,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,4,116,44,73,73,3,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,3,85,85,102,102,3,3,2,2,0,0,1,1,1,1,85,True,True,False
8004,3,89,89,153,153,3,1,1,1,0,0,0,0,1,1,89,True,True,True
8004,3,76,109,182,182,2,2,2,2,0,0,0,1,1,1,1,False,True,True
8004,3,95,95,36,36,1,1,2,2,0,0,1,1,1,1,95,True,False,True
8004,5,70,84,39,39,2,2,1,1,0,0,0,0,1,1,1,True,True,True
8004,6,45,45,62,62,1,1,2,2,0,0,1,1,1,1,45,False,True,True
8004,6,43,43,53,53,2,2,1,1,0,0,0,0,1,1,43,True,False,False
8004,3,85,37,153,153,1,1,2,2,0,0,1,0,1,1,1,False,False,True
8004,6,111,84,91,91,1,1,1,1,0,0,0,0,1,1,1,False,True,False
8004,4,39,39,42,42,3,3,2,2,0,0,1,1,1,1,39,True,True,True
8004,1,97,97,143,143,3,3,2,2,0,0,0,0,1,1,97,True,False,False
8004,7,87,87,97,97,3,1,2,2,0,0,1,1,1,1,87,False,False,False
8004,1,31,85,37,37,2,2,2,2,0,0,0,1,1,1,1,True,False,True
8004,5,89,89,78,78,1,3,2,2,0,0,1,0,1,1,89,True,False,True
8004,4,26,72,148,148,1,1,2,2,0,0,1,0,1,1,1,False,True,False
8004,4,97,22,60,60,3,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,6,100,100,101,101,3,1,2,2,0,0,1,0,1,1,100,False,True,False
8004,5,48,48,213,213,2,2,2,2,0,0,1,1,1,1,48,True,True,True
8004,1,45,45,176,176,3,1,1,1,0,0,0,0,1,1,45,True,False,False
8004,3,84,40,117,117,1,1,2,2,0,0,0,0,1,1,1,False,False,False
8004,2,104,93,212,212,3,3,2,2,0,0,0,1,1,1,1,True,True,True
8004,6,64,64,167,167,3,1,2,2,0,0,0,1,1,1,64,True,False,True
8004,1,110,114,133,133,2,2,1,1,0,0,0,0,1,1,1,False,True,True
8004,2,76,76,160,160,3,1,2,2,0,0,1,1,1,1,76,False,True,False
8004,6,25,110,62,62,3,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,6,103,103,94,94,1,1,2,2,0,0,1,0,1,1,103,False,False,True
8004,4,26,26,36,36,3,3,2,2,0,0,0,1,1,1,26,True,False,False
8004,4,100,119,169,169,1,3,1,1,0,0,0,0,1,1,1,True,False,True
8004,2,67,67,117,117,3,1,2,2,0,0,0,1,1,1,67,False,True,False
8004,6,117,117,142,142,1,1,1,1,0,0,0,0,1,1,117,True,False,False
8004,7,117,44,163,163,1,1,2,2,0,0,0,0,1,1,1,False,False,False
8004,2,82,82,127,127,1,1,2,2,0,0,1,1,1,1,82,False,True,False
8004,7,36,96,60,60,3,3,1,1,0,0,0,0,1,1,1,True,False,False
8004,3,40,40,54,54,3,1,2,2,0,0,1,1,1,1,40,False,True,True
8004,5,109,109,189,189,3,3,2,2,0,0,1,1,1,1,109,False,False,False
8004,2,118,33,120,120,1,1,2,2,0,0,0,1,1,1,1,True,False,True
8004,4,93,93,98,98,1,3,2,2,0,0,0,0,1,1,93,True,True,False
8004,3,49,49,186,186,2,2,2,2,0,0,0,0,1,1,49,True,False,True
8004,1,24,24,52,52,1,1,2,2,0,0,1,1,1,1,24,False,False,True
8004,7,124,92,22,22,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,4,98,86,141,141,2,2,1,1,0,0,0,0,1,1,1,True,False,True
8004,5,120,120,205,205,1,3,2,2,0,0,0,1,1,1,120,True,False,False
8004,5,76,94,93,93,2,2,2,2,0,0,0,0,1,1,1,False,False,True
8004,2,38,106,41,41,3,3,2,2,0,0,0,1,1,1,1,True,True,True
8004,7,107,43,39,39,3,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,5,27,27,28,28,3,1,1,1,0,0,0,0,1,1,27,False,True,True
8004,2,54,35,54,54,3,3,2,2,0,0,0,1,1,1,1,True,True,False
8004,2,127,127,222,222,1,3,2,2,0,0,0,0,1,1,127,False,False,False
8004,7,79,79,180,180,3,1,2,2,0,0,1,0,1,1,79,False,False,True
8004,6,100,25,134,134,2,2,2,2,0,0,1,1,1,1,1,True,True,True
8004,1,55,55,163,163,2,2,2,2,0,0,1,0,1,1,55,True,False,False
8004,8,67,122,34,34,1,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,4,91,81,147,147,3,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,4,67,49,169,169,3,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,6,102,102,16,16,1,3,2,2,0,0,1,0,1,1,102,True,False,False
8004,8,75,75,189,189,1,3,2,2,0,0,0,0,1,1,75,False,False,True
8004,4,26,26,167,167,3,3,2,2,0,0,1,0,1,1,26,True,True,True
8004,5,70,70,99,99,3,3,2,2,0,0,1,0,1,1,70,False,True,False
8004,7,73,73,205,205,3,1,2,2,0,0,0,0,1,1,73,True,False,True
8004,2,72,105,77,77,3,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,7,54,54,131,131,2,2,1,1,0,0,0,0,1,1,54,False,True,True
8004,4,34,34,165,165,3,3,2,2,0,0,0,1,1,1,34,False,True,True
8004,6,36,111,66,66,3,3,2,2,0,0,1,0,1,1,1,False,False,False
8004,8,103,86,35,35,1,1,1,1,0,0,0,0,1,1,1,True,False,False
8004,6,98,98,159,159,3,3,2,2,0,0,0,0,1,1,98,True,False,False
8004,6,110,110,82,82,1,3,2,2,0,0,0,1,1,1,110,False,True,True
8004,6,116,85,144,144,3,1,2,2,0,0,0,1,1,1,1,False,True,False
8004,2,61,33,214,214,2,2,1,1,0,0,0,0,1,1,1,False,False,True
8004,1,34,116,53,53,2,2,2,2,0,0,1,0,1,1,1,False,True,False
8004,2,103,22,186,186,3,3,2,2,0,0,0,0,1,1,1,True,False,True
8004,2,48,27,165,165,1,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,3,68,42,165,165,2,2,2,2,0,0,1,1,1,1,1,False,False,True
8004,2,72,72,108,108,1,1,2,2,0,0,1,0,1,1,72,True,False,True
8004,5,93,41,46,46,1,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,1,43,70,30,30,3,1,2,2,0,0,1,0,1,1,1,False,True,True
8004,7,26,26,206,206,2,2,1,1,0,0,0,0,1,1,26,True,False,False
8004,2,117,93,108,108,1,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,1,75,75,63,63,2,2,1,1,0,0,0,0,1,1,75,True,True,True
8004,3,30,30,47,47,1,3,2,2,0,0,1,1,1,1,30,False,False,False
8004,2,101,101,142,142,3,3,1,1,0,0,0,0,1,1,101,False,False,True
8004,5,98,55,203,203,3,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,5,65,65,220,220,3,3,2,2,0,0,1,1,1,1,65,True,True,True
8004,5,73,73,195,195,2,2,2,2,0,0,0,1,1,1,73,True,False,True
8004,4,41,81,87,87,2,2,1,1,0,0,0,0,1,1,1,False,True,False
8004,2,110,110,47,47,3,1,2,2,0,0,1,1,1,1,110,True,True,False
8004,6,23,23,52,52,1,3,2,2,0,0,0,0,1,1,23,True,False,True
8004,3,93,93,23,23,1,3,2,2,0,0,1,1,1,1,93,False,False,True
8004,3,42,42,183,183,1,1,2,2,0,0,1,0,1,1,42,True,False,True
8004,5,65,112,118,118,3,3,2,2,0,0,0,1,1,1,1,False,False,True
8004,1,118,118,154,154,3,1,2,2,0,0,0,0,1,1,118,True,False,True
8004,7,45,45,120,120,1,3,2,2,0,0,0,1,1,1,45,False,False,True
8004,4,24,24,108,108,3,1,2,2,0,0,0,0,1,1,24,True,True,False
8004,6,73,73,166,166,1,3,2,2,0,0,1,0,1,1,73,True,False,True
8004,7,53,53,74,74,1,3,2,2,0,0,0,1,1,1,53,True,False,True
8004,2,59,71,23,23,3,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,6,63,107,191,191,3,3,1,1,0,0,0,0,1,1,1,False,False,False
8004,8,84,84,52,52,1,1,2,2,0,0,0,0,1,1,84,False,False,True
8004,8,85,57,85,85,3,3,2,2,0,0,0,1,1,1,1,True,True,True
8004,1,21,81,210,210,3,3,2,2,0,0,1,1,1,1,1,False,True,True
8004,4,24,24,75,75,1,1,2,2,0,0,1,1,1,1,24,False,False,False
8004,3,94,94,63,63,3,1,2,2,0,0,1,0,1,1,94,False,False,False
8004,8,53,53,45,45,2,2,2,2,0,0,1,0,1,1,53,True,True,False
8004,5,100,100,155,155,2,2,1,1,0,0,0,0,1,1,100,False,True,False
8004,2,105,56,130,130,3,3,2,2,0,0,1,1,1,1,1,True,False,False
8004,5,66,103,151,151,1,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,8,117,117,84,84,3,1,2,2,0,0,0,1,1,1,117,True,False,True
8004,6,87,87,204,204,1,1,2,2,0,0,1,1,1,1,87,True,True,False
8004,6,86,86,110,110,1,3,2,2,0,0,0,1,1,1,86,True,False,False
8004,8,37,37,46,46,1,1,2,2,0,0,0,0,1,1,37,True,False,True
8004,7,31,31,170,170,2,2,2,2,0,0,0,1,1,1,31,False,True,True
8004,4,53,53,169,169,1,1,2,2,0,0,0,1,1,1,53,True,True,False
8004,2,34,34,62,62,3,3,2,2,0,0,1,0,1,1,34,False,True,True
8004,2,49,114,73,73,2,2,1,1,0,0,0,0,1,1,1,True,False,False
8004,7,41,41,59,59,2,2,2,2,0,0,1,0,1,1,41,False,True,True
8004,6,126,128,194,194,1,3,1,1,0,0,0,0,1,1,1,False,False,False
8004,3,59,59,217,217,1,1,2,2,0,0,0,1,1,1,59,True,False,False
8004,3,67,67,100,100,3,1,1,1,0,0,0,0,1,1,67,False,False,True
8004,7,57,18,222,222,3,1,2,2,0,0,1,1,1,1,1,False,True,True
8004,5,37,37,56,56,2,2,2,2,0,0,0,1,1,1,37,False,False,True
8004,2,113,124,129,129,1,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,2,43,43,133,133,1,1,2,2,0,0,0,0,1,1,43,True,True,True
8004,1,76,76,123,123,1,1,2,2,0,0,0,0,1,1,76,True,False,False
8004,3,29,29,131,131,3,1,2,2,0,0,0,1,1,1,29,True,False,True
8004,1,120,120,208,208,1,3,1,1,0,0,0,0,1,1,120,False,False,False
8004,1,33,33,147,147,3,1,2,2,0,0,0,1,1,1,33,True,False,True
8004,5,18,18,157,157,3,1,2,2,0,0,0,0,1,1,18,True,False,False
8004,7,108,53,138,138,3,1,2,2,0,0,1,0,1,1,1,True,True,True
8004,2,18,18,194,194,3,3,1,1,0,0,0,0,1,1,18,True,True,True
8004,6,83,83,144,144,1,1,2,2,0,0,0,1,1,1,83,False,False,True
8004,1,18,18,81,81,2,2,2,2,0,0,0,0,1,1,18,True,False,True
8004,8,110,110,134,134,1,1,2,2,0,0,1,1,1,1,110,False,False,False
8004,6,45,45,212,212,1,1,2,2,0,0,1,1,1,1,45,True,False,False
8004,5,119,92,127,127,3,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,2,122,122,93,93,3,3,1,1,0,0,0,0,1,1,122,True,False,False
8004,1,52,69,126,126,2,2,2,2,0,0,0,1,1,1,1,False,False,True
8004,4,118,118,194,194,1,1,2,2,0,0,1,0,1,1,118,True,True,True
8004,3,26,66,167,167,2,2,2,2,0,0,1,0,1,1,1,True,False,False
8004,3,24,24,113,113,1,3,2,2,0,0,1,0,1,1,24,False,False,False
8004,7,73,73,51,51,3,3,2,2,0,0,0,1,1,1,73,False,True,True
8004,4,31,31,31,31,1,1,2,2,0,0,0,1,1,1,31,False,False,False
8004,2,20,20,204,204,1,3,1,1,0,0,0,0,1,1,20,True,False,False
8004,6,50,50,105,105,3,3,2,2,0,0,0,0,1,1,50,False,False,False
8004,2,34,34,104,104,3,3,2,2,0,0,1,0,1,1,34,True,True,False
8004,3,128,40,123,123,1,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,5,46,76,35,35,1,3,2,2,0,0,1,0,1,1,1,False,False,False
8004,3,108,17,178,178,3,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,1,18,83,177,177,1,3,2,2,0,0,1,0,1,1,1,False,False,True
8004,2,94,94,108,108,3,1,2,2,0,0,0,1,1,1,94,False,False,False
8004,2,35,35,72,72,3,1,1,1,0,0,0,0,1,1,35,True,True,True
8004,6,96,96,88,88,2,2,2,2,0,0,1,1,1,1,96,True,False,False
8004,6,33,33,56,56,3,1,1,1,0,0,0,0,1,1,33,False,False,True
8004,7,112,112,78,78,3,3,2,2,0,0,1,0,1,1,112,False,False,False
8004,1,106,62,22,22,1,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,3,61,24,196,196,3,3,2,2,0,0,1,0,1,1,1,False,True,False
8004,7,35,88,27,27,3,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,4,113,113,110,110,1,3,2,2,0,0,1,1,1,1,113,True,True,True
8004,5,34,34,38,38,2,2,2,2,0,0,0,1,1,1,34,True,True,True
8004,6,91,84,182,182,2,2,1,1,0,0,0,0,1,1,1,False,True,True
8004,6,19,19,148,148,3,1,2,2,0,0,1,0,1,1,19,True,True,False
8004,4,36,36,206,206,1,3,2,2,0,0,1,1,1,1,1,True,False,False
8004,1,97,93,114,114,1,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,4,110,110,109,109,1,3,2,2,0,0,0,1,1,1,110,True,True,False
8004,7,86,86,99,99,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,1,89,59,102,102,1,1,2,2,0,0,1,1,1,1,1,True,True,True
8004,7,79,108,125,125,2,2,2,2,0,0,0,0,1,1,1,True,True,False
8004,5,31,31,109,109,3,1,1,1,0,0,0,0,1,1,31,False,True,False
8004,3,84,56,85,85,1,1,2,2,0,0,0,1,1,1,1,False,False,True
8004,2,17,17,139,139,1,1,1,1,0,0,0,0,1,1,17,False,True,True
8004,1,53,53,193,193,1,1,2,2,0,0,1,1,1,1,53,True,True,True
8004,2,82,106,126,126,3,3,1,1,0,0,0,0,1,1,1,False,False,True
8004,5,57,95,47,47,1,3,2,2,0,0,1,0,1,1,1,False,False,False
8004,1,38,126,136,136,2,2,2,2,0,0,1,1,1,1,1,False,True,False
8004,6,108,108,210,210,3,1,2,2,0,0,0,0,1,1,108,True,False,True
8004,4,90,90,218,218,1,3,2,2,0,0,1,0,1,1,90,True,False,False
8004,6,21,21,181,181,3,1,2,2,0,0,0,1,1,1,21,True,True,False
8004,3,39,91,216,216,2,2,2,2,0,0,0,0,1,1,1,True,True,True
8004,4,103,128,112,112,1,1,2,2,0,0,1,0,1,1,1,True,False,False
8004,8,76,76,80,80,1,3,2,2,0,0,0,0,1,1,76,False,False,True
8004,3,58,16,170,170,1,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,3,61,104,209,209,1,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,1,88,78,204,204,1,1,2,2,0,0,1,0,1,1,1,False,False,True
8004,2,83,71,87,87,3,1,1,1,0,0,0,0,1,1,1,True,False,False
8004,1,20,80,28,28,1,1,1,1,0,0,0,0,1,1,1,False,False,False
8004,1,96,96,209,209,1,3,2,2,0,0,0,0,1,1,96,True,False,False
8004,1,97,97,129,129,1,3,2,2,0,0,0,0,1,1,97,False,True,True
8004,3,66,66,81,81,3,1,2,2,0,0,1,1,1,1,66,False,False,False
8004,1,98,98,129,129,1,3,1,1,0,0,0,0,1,1,98,False,False,False
8004,5,62,62,190,190,1,3,1,1,0,0,0,0,1,1,62,True,True,True
8004,5,55,87,167,167,1,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,1,76,121,221,221,1,1,2,2,0,0,0,1,1,1,1,False,False,False
8004,5,30,37,105,105,3,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,7,80,80,31,31,3,1,2,2,0,0,1,0,1,1,80,False,False,False
8004,2,92,60,149,149,3,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,4,94,94,139,139,1,1,2,2,0,0,1,0,1,1,94,False,False,True
8004,8,96,96,98,98,3,1,2,2,0,0,0,0,1,1,96,True,True,True
8004,1,72,72,156,156,3,1,2,2,0,0,0,0,1,1,72,True,False,False
8004,5,103,109,224,224,1,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,3,63,84,50,50,2,2,1,1,0,0,0,0,1,1,1,True,False,False
8004,7,123,123,122,122,1,1,2,2,0,0,1,1,1,1,123,False,False,True
8004,8,104,104,150,150,1,1,2,2,0,0,1,1,1,1,104,True,False,True
8004,7,16,16,179,179,3,1,1,1,0,0,0,0,1,1,16,False,False,False
8004,5,74,74,22,22,2,2,2,2,0,0,1,0,1,1,74,False,False,True
8004,1,104,104,49,49,2,2,2,2,0,0,1,1,1,1,104,True,False,False
8004,5,67,67,103,103,1,3,1,1,0,0,0,0,1,1,67,True,False,False
8004,5,57,57,184,184,1,1,2,2,0,0,1,0,1,1,57,False,False,False
8004,4,58,58,84,84,2,2,2,2,0,0,0,1,1,1,58,False,False,False
8004,7,79,79,165,165,2,2,2,2,0,0,1,0,1,1,79,False,False,True
8004,2,37,128,57,57,3,3,2,2,0,0,0,0,1,1,1,False,False,False
8004,2,29,29,67,67,2,2,2,2,0,0,1,1,1,1,29,False,True,True
8004,6,31,31,23,23,1,1,2,2,0,0,0,1,1,1,31,False,True,True
8004,8,84,51,48,48,1,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,2,24,24,18,18,1,1,2,2,0,0,1,0,1,1,24,False,False,True
8004,3,48,48,72,72,3,3,1,1,0,0,0,0,1,1,48,False,True,False
8004,8,18,18,35,35,1,3,2,2,0,0,1,1,1,1,18,False,True,True
8004,6,76,76,139,139,1,1,2,2,0,0,1,1,1,1,76,True,False,False
8004,8,59,71,144,144,2,2,1,1,0,0,0,0,1,1,1,False,False,False
8004,3,27,74,51,51,1,1,2,2,0,0,1,0,1,1,1,False,False,True
8004,8,21,21,62,62,3,3,2,2,0,0,0,0,1,1,21,True,False,False
8004,1,73,17,31,31,1,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,5,116,109,200,200,2,2,2,2,0,0,1,0,1,1,1,True,True,True
8004,5,84,78,168,168,1,3,2,2,0,0,1,0,1,1,1,False,True,False
8004,4,115,115,50,50,2,2,2,2,0,0,1,1,1,1,115,False,True,True
8004,8,97,106,168,168,2,2,1,1,0,0,0,0,1,1,1,True,False,False
8004,2,39,124,214,214,1,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,2,120,120,60,60,1,3,2,2,0,0,0,0,1,1,120,True,False,True
8004,4,51,51,171,171,3,3,2,2,0,0,1,0,1,1,51,True,False,True
8004,6,62,54,170,170,1,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,1,84,84,120,120,2,2,1,1,0,0,0,0,1,1,84,True,True,False
8004,6,17,104,220,220,3,1,2,2,0,0,0,0,1,1,1,False,False,True
8004,7,60,60,173,173,2,2,2,2,0,0,1,0,1,1,60,False,False,False
8004,6,62,49,150,150,3,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,2,32,32,124,124,2,2,2,2,0,0,1,0,1,1,32,True,False,False
8004,2,67,67,92,92,2,2,2,2,0,0,0,0,1,1,67,False,True,True
8004,7,68,68,163,163,1,1,2,2,0,0,1,0,1,1,68,False,True,False
8004,3,67,72,127,127,3,3,2,2,0,0,1,1,1,1,1,True,False,False
8004,3,118,72,40,40,1,3,2,2,0,0,1,1,1,1,1,False,False,False
8004,1,79,79,90,90,3,1,2,2,0,0,1,0,1,1,79,True,False,True
8004,6,127,127,224,224,3,3,2,2,0,0,1,1,1,1,127,True,False,False
8004,1,105,102,164,164,3,1,2,2,0,0,0,1,1,1,1,True,False,True
8004,7,39,74,210,210,3,1,2,2,0,0,1,1,1,1,1,True,False,True
8004,1,31,34,152,152,2,2,2,2,0,0,0,1,1,1,1,True,False,False
8004,1,44,98,31,31,3,1,2,2,0,0,1,1,1,1,1,True,True,True
8004,7,125,41,94,94,1,1,2,2,0,0,1,1,1,1,1,False,True,False
8004,6,105,48,46,46,1,1,2,2,0,0,0,0,1,1,1,False,False,False
8004,2,29,111,102,102,1,1,1,1,0,0,0,0,1,1,1,True,False,True
8004,5,120,123,85,85,3,3,2,2,0,0,0,1,1,1,1,False,False,False
8004,3,20,20,160,160,1,1,2,2,0,0,0,1,1,1,20,False,True,False
8004,8,126,126,157,157,3,1,2,2,0,0,1,0,1,1,126,False,False,True
8004,3,108,108,197,197,3,1,2,2,0,0,1,0,1,1,108,True,False,True
8004,4,66,66,152,152,3,1,1,1,0,0,0,0,1,1,66,True,True,False
8004,1,91,104,95,95,3,1,2,2,0,0,0,1,1,1,1,False,True,False
8004,8,122,122,214,214,3,1,2,2,0,0,1,1,1,1,122,False,False,False
8004,8,107,110,18,18,1,3,2,2,0,0,0,1,1,1,1,False,False,True
8004,4,27,76,95,95,3,3,2,2,0,0,1,1,1,1,1,True,True,True
8004,7,105,105,123,123,3,1,1,1,0,0,0,0,1,1,105,True,True,True
8004,1,116,116,134,134,1,3,2,2,0,0,1,1,1,1,116,True,True,False
8004,3,75,88,208,208,3,1,2,2,0,0,1,0,1,1,1,True,False,True
8004,7,29,77,195,195,2,2,2,2,0,0,0,1,1,1,1,False,False,True
8004,2,45,45,123,123,1,1,2,2,0,0,1,1,1,1,45,False,True,True
8004,5,127,105,60,60,3,1,2,2,0,0,0,0,1,1,1,False,True,False
8004,5,24,27,181,181,2,2,1,1,0,0,0,0,1,1,1,True,False,False
8004,8,82,116,103,103,3,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,7,19,19,102,102,3,1,2,2,0,0,0,0,1,1,19,False,True,True
8004,8,46,25,90,90,2,2,2,2,0,0,1,0,1,1,1,True,True,True
8004,8,45,45,66,66,1,3,1,1,0,0,0,0,1,1,45,True,False,False
8004,3,63,63,55,55,3,3,2,2,0,0,1,1,1,1,63,False,True,True
8004,3,65,123,51,51,3,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,3,23,30,164,164,2,2,1,1,0,0,0,0,1,1,1,False,True,False
8004,4,97,97,32,32,1,1,2,2,0,0,1,1,1,1,97,True,False,False
8004,8,97,48,142,142,3,1,2,2,0,0,1,1,1,1,1,True,False,True
8004,2,81,106,219,219,2,2,2,2,0,0,0,1,1,1,1,False,False,False
8004,2,71,34,156,156,3,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,6,102,102,222,222,3,3,2,2,0,0,1,1,1,1,102,False,False,True
8004,5,74,74,72,72,1,1,2,2,0,0,0,0,1,1,74,True,False,False
8004,8,53,53,136,136,3,3,2,2,0,0,1,0,1,1,53,False,True,False
8004,4,40,40,196,196,3,1,2,2,0,0,0,0,1,1,40,False,False,True
8004,8,70,92,193,193,1,3,2,2,0,0,1,0,1,1,1,True,True,True
8004,2,16,123,135,135,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,4,44,44,176,176,3,1,1,1,0,0,0,0,1,1,44,True,False,True
8004,6,112,112,43,43,3,3,2,2,0,0,0,0,1,1,112,True,False,False
8004,3,93,82,21,21,3,1,2,2,0,0,1,1,1,1,1,True,True,True
8004,2,108,108,84,84,1,3,2,2,0,0,1,0,1,1,108,False,True,True
8004,8,98,98,50,50,1,3,2,2,0,0,0,1,1,1,98,True,False,True
8004,4,75,69,198,198,3,1,2,2,0,0,1,1,1,1,1,False,True,True
